contract_id,splitsingscode_premie,totale_premie,netto_premie,lasten,kosten,splitsingskosten,commissie,totaal_te_betalen,afkoopwaarde_einde_vorigjaar,huidige_stand
39132296,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39132812,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39132881,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39132917,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39132929,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39133610,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39133616,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39133634,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39133640,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39133649,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39133652,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39134606,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39136067,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39137210,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39138209,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39139526,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39140054,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39140161,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39142043,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39144808,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39145637,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39146255,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39146485,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39146486,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39146738,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39147134,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39147968,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39148168,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39149042,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39153551,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39154072,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39154714,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39154717,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39155008,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39155260,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39161063,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39161395,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39161768,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39161771,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39163099,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39163346,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39164047,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39164777,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39167728,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39167908,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39168047,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39168965,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39170546,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39172295,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39173456,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39173782,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39175825,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39176299,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39179392,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39180653,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39183956,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39183962,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39189347,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39189451,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39190253,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39190624,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39190633,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39190673,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39190739,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39191516,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39191596,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39191866,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39191897,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39193705,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39197324,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39197653,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39199654,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39199726,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39200198,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39200962,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39201242,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39201319,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39202396,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39202973,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39203021,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39204332,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39205331,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39207238,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39208732,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39209003,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39211319,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39212636,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39215569,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39216233,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39216304,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39217060,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39217418,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39220114,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39220127,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39220151,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39221609,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39221866,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39222926,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39223334,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39223501,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39223627,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39223655,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39223676,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39223691,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39223930,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39224320,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39228697,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39229181,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39229397,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39229642,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39229645,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39229963,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39229969,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39229972,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39239078,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39240284,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39241715,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39242156,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39242159,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39242240,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39242309,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39242386,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39243842,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39247139,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39247552,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39247756,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39247759,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39248036,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39248039,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39248204,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39249116,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39249251,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39249266,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39249335,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39249967,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39250064,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39250526,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39250784,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39253715,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39254525,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39255407,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39256222,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39256225,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39256231,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39256237,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39257572,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39257575,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39257578,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39257581,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39259576,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39259585,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39259592,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39263807,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39264829,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39265361,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39265547,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39266189,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39266315,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39267149,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39267269,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39268624,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39270542,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39271190,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39271193,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39271685,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39271783,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39271792,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39271793,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39271805,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39271985,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39272335,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39272354,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39275615,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39277181,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39277339,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39278210,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39278342,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39278440,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39280268,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39280271,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39281411,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39281423,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39281590,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39281771,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39282208,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39282305,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39283289,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39286618,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39286624,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39287908,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39289295,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39290054,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39290674,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39290899,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39291256,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39292655,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39293326,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39294937,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39295040,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39295201,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39295268,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39296182,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39296668,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39296696,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39297403,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39297731,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39298292,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39308522,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39308543,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39311341,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39311344,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39311887,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39311896,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39311899,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39311938,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39313562,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39314425,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39314485,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39314504,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39315008,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39351553,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39351613,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39351616,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39351625,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39353623,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39353852,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39354290,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39355439,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39355817,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39356257,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39356651,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39357128,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39357523,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39357802,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39358244,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39358885,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39360494,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39360580,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39361441,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39363595,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39363827,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39363875,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39363878,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39364481,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39365747,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39365927,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39370550,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39370565,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39370994,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39372392,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39372650,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39372695,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39373136,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39374563,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39374585,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39376609,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39377696,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39377750,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39377753,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39377756,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39377759,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39377762,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39378620,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39378923,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39379817,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39381769,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39382427,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39383234,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39383260,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39383272,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39386554,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39389938,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39390646,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39390902,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39392549,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39393386,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39395762,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39395957,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39395969,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39396812,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39397406,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39397409,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39398521,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39398720,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39399461,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39401048,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39405746,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39408272,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39408686,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39412697,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39412700,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39413608,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39415487,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39415592,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39415649,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39415723,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39415727,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39416443,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39416446,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39416449,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39416452,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39416453,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39416456,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39416459,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39416465,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39417278,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39417317,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39417350,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39417379,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39417389,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39417538,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39418793,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39418841,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39419708,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39419791,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39419903,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39419906,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39420595,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39420598,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39423032,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39424450,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39428380,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39429583,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39430094,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39430582,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39433570,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39434393,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39434873,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39434912,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39435547,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39435842,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
