ft_id,fn_id,bet_id,contract_id,schade_id,nummer,datumtijd,plaintext,dropdown
9727571,10424,126005845,,,2015,,,
9727587,10424,126005637,,,,,,
9727613,10424,126055655,,,,,,
9727743,10424,129214221,,,2023,,,
9728535,10424,126196187,,,,,,
9729078,10424,126054459,,,,,,
9729096,10424,132668636,,,,,,
9729114,10424,137014727,,,,,,
9729148,10424,137170588,,,,,,
9729165,10424,125924143,,,,,,
9729183,10424,125967484,,,,,,
9729201,10424,136730203,,,,,,
9729219,10424,136763561,,,,,,
9729273,10424,136904737,,,,,,
9729309,10424,137168429,,,,,,
9729327,10424,137170465,,,,,,
9729345,10424,137170594,,,,,,
9729369,10424,137244491,,,,,,
9729387,10424,137244619,,,,,,
9729411,10424,137245126,,,,,,
9729429,10424,137245264,,,,,,
9729447,10424,137245831,,,,,,
9729465,10424,137245972,,,,,,
9729489,10424,126004901,,,,,,
9729507,10424,126005817,,,,,,
9729525,10424,126005821,,,,,,
9729543,10424,126005829,,,,,,
9729561,10424,126005853,,,,,,
9729579,10424,126005893,,,,,,
9729603,10424,126004533,,,,,,
9729633,10424,126049366,,,,,,
9729651,10424,126051589,,,,,,
9729669,10424,126131965,,,,,,
9729693,10424,129255915,,,,,,
9729717,10424,130053240,,,,,,
9729735,10424,132600701,,,,,,
9729753,10424,132602454,,,,,,
9729771,10424,132899996,,,,,,
9729789,10424,133875492,,,,,,
9729807,10424,131547674,,,2024,,,
9729825,10424,126005025,,,,,,
9729843,10424,126005197,,,,,,
9729879,10424,133526976,,,,,,
9729897,10424,126704970,,,,,,
9730599,10424,129392205,,,,,,
9730788,10424,137945343,,,,,,
9730830,10424,137945379,,,,,,
9732839,10424,132597075,,,,,,
9733573,10424,131622287,,,2024,,,
9734931,10424,126089815,,,,,,
9734943,10424,137947731,,,,,,
9735489,10424,137948207,,,2021,,,
9735501,10424,137948211,,,,,,
9735907,10424,126005185,,,,,,
9736885,10424,127044489,,,,,,
9737435,10424,137950039,,,,,,
9737731,10424,137950017,,,,,,
