rh_id,reknr_id,afschriftnr,datum,eind_datum,saldo_begin,saldo_einde,omschrijving
9060,433,231,2022-09-20,2022-09-20,96394.79,100217.50,
9063,433,232,2022-09-21,2022-09-21,100217.50,101847.15,
9064,433,233,2022-09-22,2022-09-22,101847.15,103693.58,
9066,225,101,2022-09-22,2022-09-22,8787.21,8100.49,
9067,433,234,2022-09-23,2022-09-23,103693.58,75562.20,
9069,142,25,2022-09-08,2022-09-23,1023.32,1091.98,
9070,433,235,2022-09-26,2022-09-26,75562.20,77365.46,
9073,433,236,2022-09-26,2022-09-26,77365.46,77452.68,
9076,433,237,2022-09-26,2022-09-26,77452.68,77557.26,
9078,433,238,2022-09-27,2022-09-27,77557.26,79454.92,
9081,225,102,2022-09-28,2022-09-28,8100.49,6177.33,
9082,433,239,2022-09-28,2022-09-28,79454.92,80839.57,
9084,2,1,2022-09-13,2022-09-28,5875.42,710.85,
9085,2,1,2022-09-20,2022-09-28,710.85,5487.94,
9087,433,240,2022-09-29,2022-09-29,80839.57,86555.55,
9088,433,241,2022-09-30,2022-09-30,86555.55,87084.47,
9090,225,103,2022-09-30,2022-09-30,6177.33,6051.96,
9093,433,242,2022-10-03,2022-10-03,87084.47,90816.62,
9096,433,243,2022-10-04,2022-10-04,90816.62,83948.40,
9099,433,244,2022-10-05,2022-10-05,83948.40,84048.38,
9100,433,245,2022-10-06,2022-10-06,84048.38,84098.13,
9103,225,104,2022-10-06,2022-10-06,6051.96,5931.74,
9106,377,1,2022-09-29,2022-10-06,0.00,4560.63,
9108,433,246,2022-10-07,2022-10-07,84098.13,87310.77,
9109,438,46,2022-09-05,2022-09-05,2519.95,2468.95,
9112,438,47,2022-09-09,2022-09-09,2468.95,2461.40,
9115,438,48,2022-09-19,2022-09-19,2461.40,2541.77,
9118,438,49,2022-09-23,2022-09-23,2541.77,2536.35,
9121,438,50,2022-09-27,2022-09-27,2536.35,2521.25,
9124,438,51,2022-09-29,2022-09-29,2521.25,2722.25,
9126,438,52,2022-10-05,2022-10-05,2722.25,2688.15,
9129,433,247,2022-10-10,2022-10-10,87310.77,79870.16,
9132,225,105,2022-10-10,2022-10-10,5931.74,5920.49,
9135,2,1,2022-09-29,2022-10-10,5487.94,967.91,
9136,433,248,2022-10-11,2022-10-11,79870.16,82361.37,
9139,433,249,2022-10-12,2022-10-12,82361.37,83683.21,
9141,2,1,2022-10-04,2022-10-12,967.91,538.05,
9144,433,250,2022-10-13,2022-10-13,83683.21,84831.05,
9147,225,106,2022-10-13,2022-10-13,5920.49,5455.85,
9150,433,251,2022-10-14,2022-10-14,84831.05,85239.06,
9153,142,26,2022-09-28,2022-10-14,1091.98,1106.79,
9156,142,27,2022-10-01,2022-10-14,1106.79,243.60,
9159,433,252,2022-10-17,2022-10-17,85239.06,86057.06,
9162,433,253,2022-10-17,2022-10-17,86057.06,82744.76,
9165,433,254,2022-10-17,2022-10-17,82744.76,83021.76,
9166,225,107,2022-10-17,2022-10-17,5455.85,5085.46,
9169,433,255,2022-10-18,2022-10-18,83021.76,84168.72,
9172,2,1,2022-10-11,2022-10-19,538.05,1644.05,
9175,433,256,2022-10-19,2022-10-19,84168.72,86242.30,
9177,433,257,2022-10-20,2022-10-20,86242.30,86381.05,
9180,433,258,2022-10-21,2022-10-21,86381.05,89979.45,
9181,433,259,2022-10-24,2022-10-24,89979.45,92513.73,
9184,433,260,2022-10-24,2022-10-24,92513.73,94469.84,
9186,433,261,2022-10-25,2022-10-25,94469.84,97480.39,
9189,225,108,2022-10-25,2022-10-25,5085.46,3162.30,
9192,433,262,2022-10-26,2022-10-26,97480.39,76292.11,
9193,433,263,2022-10-27,2022-10-27,76292.11,77311.05,
9195,2,1,2022-10-18,2022-10-27,1644.05,9684.38,
9196,377,1,2022-05-12,2022-10-27,0.00,201.17,
9199,433,264,2022-10-28,2022-10-28,77311.05,78899.09,
9201,225,109,2022-10-28,2022-10-28,3162.30,3039.41,
9204,225,110,2022-11-02,2022-11-02,3039.41,3066.71,
9205,433,265,2022-11-02,2022-11-02,78899.09,79015.83,
9208,433,266,2022-11-02,2022-11-02,79015.83,79223.91,
9211,433,267,2022-11-02,2022-11-02,79223.91,79419.86,
9214,433,268,2022-11-02,2022-11-02,79419.86,81518.67,
9217,433,269,2022-11-02,2022-11-02,81518.67,82499.17,
9219,229,1,2022-02-04,2022-02-04,2973.28,173.28,
9222,229,2,2022-03-05,2022-03-05,173.28,161.28,
9225,229,3,2022-03-12,2022-03-12,161.28,19.28,
9228,229,4,2022-10-29,2022-10-29,19.28,-173.52,
9231,433,270,2022-11-03,2022-11-03,82499.17,82701.53,
9234,2,1,2022-10-25,2022-11-03,9684.37,6630.93,
9240,433,271,2022-11-04,2022-11-04,82701.53,93680.64,
9243,225,111,2022-11-04,2022-11-04,3066.71,3019.01,
9245,438,53,2022-10-14,2022-10-14,2688.15,2738.83,
9247,438,54,2022-10-17,2022-10-17,2738.83,2731.28,
9249,438,55,2022-10-25,2022-10-25,2731.28,3225.76,
9251,438,56,2022-10-28,2022-10-28,3225.76,2615.16,
9253,438,57,2022-11-02,2022-11-02,2615.16,3198.59,
9259,433,272,2022-11-07,2022-11-07,93680.64,95052.12,
9263,433,273,2022-11-07,2022-11-07,95052.12,94938.72,
9266,433,274,2022-11-07,2022-11-07,94938.72,95745.19,
9268,377,1,2022-10-29,2022-11-08,0.00,53.82,
9269,2,1,2022-10-31,2022-11-08,6630.93,4712.43,
9272,433,275,2022-11-09,2022-11-09,95745.19,90830.13,
9274,433,276,2022-11-10,2022-11-10,90830.13,90470.54,
9275,433,277,2022-11-11,2022-11-11,90470.54,90718.73,
9277,433,278,2022-11-14,2022-11-14,90718.73,92325.56,
9278,433,279,2022-11-15,2022-11-15,92325.56,93379.16,
9281,433,280,2022-11-16,2022-11-16,93379.16,90193.83,
9283,225,112,2022-11-16,2022-11-16,3019.01,2648.26,
9284,433,281,2022-11-17,2022-11-17,90193.83,95650.14,
9286,433,282,2022-11-18,2022-11-18,95650.14,99927.25,
9287,433,283,2022-11-21,2022-11-21,99927.25,101416.11,
9290,433,284,2022-11-21,2022-11-21,101416.11,103670.36,
9293,433,285,2022-11-21,2022-11-21,103670.36,103724.98,
9296,433,286,2022-11-22,2022-11-22,103724.98,108359.32,
9299,433,287,2022-11-23,2022-11-23,108359.32,109503.33,
9301,433,288,2022-11-24,2022-11-24,109503.33,109953.19,
9302,433,289,2022-11-25,2022-11-25,109953.19,87114.43,
9305,225,113,2022-11-25,2022-11-25,2648.26,2525.37,
9307,433,290,2022-11-28,2022-11-28,87114.43,86449.99,
9310,433,291,2022-11-28,2022-11-28,86449.99,89952.14,
9313,433,292,2022-11-28,2022-11-28,89952.14,90211.09,
9316,2,1,2022-11-08,2022-11-28,4712.43,1883.04,
9317,2,1,2022-11-15,2022-11-28,1883.04,16424.48,
9319,225,114,2022-11-29,2022-11-29,2525.37,5091.76,
9320,433,293,2022-11-29,2022-11-29,90211.09,93546.85,
9323,142,28,2022-10-10,2022-11-29,243.60,296.59,
9326,142,29,2022-10-26,2022-11-29,296.59,370.85,
9329,142,30,2022-11-03,2022-11-29,370.85,83.99,
9332,142,31,2022-11-10,2022-11-29,83.99,175.83,
9335,142,32,2022-11-25,2022-11-29,175.83,190.64,
9338,433,294,2022-11-30,2022-11-30,93546.85,94828.75,
9341,225,115,2022-11-30,2022-11-30,5091.76,4986.14,
9344,433,295,2022-12-01,2022-12-01,94828.75,97212.00,
9347,225,116,2022-12-01,2022-12-01,4986.14,3062.98,
9350,433,296,2022-12-02,2022-12-02,97212.00,101079.88,
9353,433,297,2022-12-05,2022-12-05,101079.88,101429.21,
9356,433,298,2022-12-05,2022-12-05,101429.21,101621.70,
9359,433,299,2022-12-06,2022-12-06,101621.70,101696.70,
9362,433,300,2022-12-06,2022-12-06,101696.70,78578.45,
9365,433,301,2022-12-07,2022-12-07,78578.45,79537.94,
9368,225,117,2022-12-08,2022-12-08,3062.98,3000.98,
9371,225,118,2022-12-09,2022-12-09,3000.98,3000.98,
9374,433,302,2022-12-09,2022-12-09,79537.94,81526.69,
9377,438,58,2022-11-04,2022-11-04,3198.59,3191.04,
9380,438,59,2022-11-05,2022-11-05,3191.04,3091.04,
9383,438,60,2022-11-07,2022-11-07,3091.04,2991.04,
9386,438,61,2022-11-17,2022-11-17,2991.04,3264.58,
9389,438,62,2022-11-18,2022-11-18,3264.58,2894.47,
9392,438,63,2022-11-28,2022-11-28,2894.47,2849.47,
9395,2,1,2022-11-30,2022-12-09,9220.43,33538.54,
9397,2,1,2022-11-22,2022-12-09,16424.48,9220.43,
9398,433,303,2022-12-10,2022-12-10,81526.69,83580.19,
9400,433,304,2022-12-11,2022-12-11,83580.19,84762.26,
9403,433,305,2022-12-12,2022-12-12,84762.26,84927.03,
9404,433,306,2022-12-13,2022-12-13,84927.03,102606.54,
9407,433,307,2022-12-14,2022-12-14,102606.54,105228.80,
9410,225,119,2022-12-15,2022-12-15,3000.98,2630.23,
9413,433,308,2022-12-15,2022-12-15,105228.80,110692.66,
9416,433,309,2022-12-16,2022-12-16,110692.66,101606.10,
9419,225,120,2022-12-16,2022-12-16,2630.23,2596.35,
9422,377,1,2022-12-22,2022-12-22,0.00,0.00,
9424,377,1,2022-12-22,2022-12-22,0.00,0.00,
9425,2,1,2022-12-06,2022-12-22,33538.54,6684.68,
9428,433,310,2022-12-25,2022-12-25,101606.10,103535.86,
9431,433,311,2022-12-25,2022-12-25,103535.86,104383.71,
9434,433,312,2022-12-25,2022-12-25,104383.71,107563.36,
9437,433,313,2022-12-25,2022-12-25,107563.36,110561.73,
9439,433,314,2022-12-25,2022-12-25,110561.73,112397.88,
9440,433,315,2022-12-25,2022-12-25,112397.88,116435.91,
9443,433,316,2022-12-25,2022-12-25,116435.91,117326.55,
9446,433,317,2022-12-25,2022-12-25,117326.55,94308.77,
9448,433,318,2022-12-26,2022-12-26,94308.77,94768.75,
9451,225,121,2022-12-27,2022-12-27,2596.35,673.19,
9454,225,122,2022-12-27,2022-12-27,673.19,325.69,
9457,225,123,2022-12-27,2022-12-27,325.69,595.41,
9458,433,319,2022-12-28,2022-12-28,94768.75,105894.35,
9461,433,320,2022-12-29,2022-12-29,105894.35,107366.20,
9463,225,124,2022-12-29,2022-12-29,595.41,10202.80,
9464,433,321,2022-12-30,2022-12-30,107366.20,111816.96,
9467,225,125,2022-12-30,2022-12-30,10202.80,9832.05,
9470,433,322,2023-01-02,2023-01-02,111816.96,117441.07,
9472,433,323,2023-01-02,2023-01-02,117441.07,118933.95,
9475,438,64,2023-01-02,2023-01-02,2849.47,2841.92,
9476,438,65,2023-01-02,2023-01-02,2841.92,4004.76,
9479,438,66,2023-01-02,2023-01-02,4004.76,3909.65,
9482,433,1,2023-01-03,2023-01-03,118933.95,120119.50,
9485,433,2,2023-01-04,2023-01-04,120119.50,118869.36,
9488,2,1,2022-12-13,2023-01-05,6684.68,6151.21,
9491,2,1,2022-12-20,2023-01-05,6151.21,18191.62,
9494,433,3,2023-01-05,2023-01-05,118869.36,126200.54,
9497,2,1,2022-12-27,2023-01-05,18191.62,21055.59,
9500,2,1,2023-01-02,2023-01-05,21055.59,13362.39,
9503,433,4,2023-01-06,2023-01-06,126200.54,126826.45,
9506,142,32,2022-11-25,2023-01-06,175.83,190.64,
9509,142,33,2022-12-06,2023-01-06,190.64,438.99,
9512,142,34,2022-12-20,2023-01-06,438.69,529.69,
9515,142,35,2022-12-23,2023-01-06,529.69,544.82,
9518,142,36,2022-12-25,2023-01-06,544.82,645.71,
9521,142,37,2022-12-27,2023-01-06,645.71,1273.40,
9524,142,38,2023-01-27,2023-01-06,1273.40,73.40,
9527,433,5,2023-01-09,2023-01-09,126826.45,127840.11,
9530,433,6,2023-01-09,2023-01-09,127840.11,127978.22,
9532,433,7,2023-01-10,2023-01-10,127978.22,128565.25,
9535,433,8,2023-01-11,2023-01-11,128565.25,130734.74,
9538,433,9,2023-01-12,2023-01-12,130734.74,131106.57,
9541,433,10,2023-01-13,2023-01-13,131106.57,130939.46,
9542,433,11,2023-01-16,2023-01-16,130939.46,134409.00,
9545,433,12,2023-01-16,2023-01-16,134409.00,130734.67,
9548,433,13,2023-01-17,2023-01-17,130734.67,134507.63,
9551,433,14,2023-01-18,2023-01-18,134507.63,136137.91,
9554,433,15,2023-01-19,2023-01-19,136137.91,138507.28,
9556,225,1,2023-01-16,2023-01-16,9832.05,9820.80,
9559,225,2,2023-01-18,2023-01-18,9820.80,8619.86,
9560,433,16,2023-01-20,2023-01-20,138507.28,139647.65,
9563,433,17,2023-01-23,2023-01-23,139647.65,141216.18,
9566,433,18,2023-01-23,2023-01-23,141216.18,142851.31,
9569,2,1,2023-01-03,2023-01-23,13362.39,28287.44,
9572,2,1,2023-01-10,2023-01-23,28287.44,13514.08,
9574,433,19,2023-01-24,2023-01-24,142851.31,148242.76,
9575,433,20,2023-01-25,2023-01-25,148242.76,117854.24,
9577,433,21,2023-01-26,2023-01-26,117854.24,120223.67,
9578,2,1,2023-01-17,2023-01-26,13514.08,17103.48,
9581,433,22,2023-01-27,2023-01-27,120223.67,123524.05,
9584,438,1,2023-01-02,2023-01-02,3909.65,4579.65,
9587,438,2,2023-01-03,2023-01-03,4579.65,5439.07,
9590,438,3,2023-01-04,2023-01-04,5439.07,1427.97,
9593,438,4,2023-01-09,2023-01-09,1427.97,1419.49,
9596,438,5,2023-01-10,2023-01-10,1419.49,1411.39,
9599,438,6,2023-01-12,2023-01-12,1411.39,1394.43,
9602,438,7,2023-01-17,2023-01-17,1394.43,1385.43,
9605,438,8,2023-01-21,2023-01-21,1385.43,1298.35,
9607,377,1,2023-01-06,2023-01-30,0.00,178.58,
9608,142,1,2023-01-02,2023-02-01,73.40,1216.13,
9611,142,2,2023-01-02,2023-02-01,1216.13,300.24,
9614,433,23,2023-02-03,2023-02-03,123524.05,123828.63,
9617,433,24,2023-02-03,2023-02-03,123828.63,125805.45,
9620,433,25,2023-02-03,2023-02-03,125805.45,126086.84,
9623,433,26,2023-02-03,2023-02-03,126086.84,132460.89,
9626,433,27,2023-02-03,2023-02-03,132460.89,138896.23,
9629,433,28,2023-02-03,2023-02-03,138896.23,138019.07,
9631,433,29,2023-02-03,2023-02-03,138019.07,139534.75,
9632,433,30,2023-02-06,2023-02-06,139534.75,140003.21,
9634,433,31,2023-02-06,2023-02-06,140003.21,139759.61,
9635,433,32,2023-02-07,2023-02-07,139759.61,141374.64,
9638,433,33,2023-02-08,2023-02-08,141374.64,143459.84,
9641,225,3,2023-02-08,2023-02-08,8619.86,6581.81,
9644,225,4,2023-02-10,2023-02-10,6581.81,5911.54,
9647,433,34,2023-02-10,2023-02-10,143459.84,144808.32,
9650,433,35,2023-02-13,2023-02-13,144808.32,145949.73,
9653,433,36,2023-02-13,2023-02-13,145949.73,146644.61,
9656,142,3,2023-01-04,2023-02-13,300.24,401.99,
9659,142,4,2023-01-01,2023-02-13,401.99,361.70,
9662,142,5,2023-01-10,2023-02-13,361.70,504.13,
9665,142,6,2023-01-11,2023-02-13,504.13,543.17,
9668,142,7,2023-01-26,2023-02-13,543.17,558.30,
9671,433,37,2023-02-14,2023-02-14,146644.61,146743.40,
9674,225,5,2023-02-14,2023-02-14,5911.54,5869.86,
9676,377,1,2023-02-08,2023-02-14,0.00,165.59,
9677,2,1,2023-01-24,2023-02-14,17103.48,19644.50,
9680,2,1,2023-01-31,2023-02-14,19644.50,11597.23,
9682,433,38,2023-02-15,2023-02-15,146743.40,145499.10,
9683,225,6,2023-02-16,2023-02-16,5869.86,5635.42,
9685,433,39,2023-02-16,2023-02-16,145499.10,141622.05,
9688,225,7,2023-02-17,2023-02-17,5635.42,5537.49,
9689,433,40,2023-02-17,2023-02-17,141622.05,147967.41,
9692,438,9,2023-01-31,2023-01-31,1298.35,1289.87,
9695,438,10,2023-02-07,2023-02-07,1289.87,1271.47,
9698,438,11,2023-02-09,2023-02-09,1271.47,1260.67,
9701,438,12,2023-02-14,2023-02-14,1260.67,1252.19,
9704,438,13,2023-02-16,2023-02-16,1252.19,1202.19,
9707,438,14,2023-02-17,2023-02-17,1202.19,1543.35,
9709,433,41,2023-02-20,2023-02-20,147967.41,149150.05,
9712,433,42,2023-02-20,2023-02-20,149150.05,149350.67,
9715,433,43,2023-02-20,2023-02-20,149350.67,150860.89,
9718,2,1,2023-02-07,2023-02-20,11597.23,16644.77,
9721,433,44,2023-02-21,2023-02-21,150860.89,156969.26,
9724,433,45,2023-02-22,2023-02-22,156969.26,158795.69,
9727,433,46,2023-02-23,2023-02-23,158795.69,123178.14,
9728,225,8,2023-02-24,2023-02-24,5537.49,5674.20,
9731,433,47,2023-02-24,2023-02-24,123178.14,124293.24,
9733,433,48,2023-02-27,2023-02-27,124293.24,126246.56,
9736,433,49,2023-02-27,2023-02-27,126246.56,126309.62,
9739,433,50,2023-02-27,2023-02-27,126309.62,127271.79,
9740,433,51,2023-02-28,2023-02-28,127271.79,133273.74,
9743,2,1,2023-02-14,2023-02-28,16644.77,23066.45,
9746,2,1,2023-02-21,2023-02-28,23066.45,30476.10,
9749,433,52,2023-03-01,2023-03-01,133273.74,134511.94,
9752,225,9,2023-03-02,2023-03-02,5674.20,3709.36,
9754,433,53,2023-03-02,2023-03-02,134511.94,113916.92,
9755,433,54,2023-03-03,2023-03-03,113916.92,114943.89,
9757,433,55,2023-03-06,2023-03-06,114943.89,117176.00,
9760,433,56,2023-03-06,2023-03-06,117176.00,117831.95,
9763,433,57,2023-03-07,2023-03-07,117831.95,118607.47,
9764,433,58,2023-03-08,2023-03-08,118607.47,120267.99,
9767,433,59,2023-03-09,2023-03-09,120267.99,122304.34,
9770,2,1,2023-02-28,2023-03-09,30476.10,56187.24,
9773,433,60,2023-03-10,2023-03-10,122304.34,119468.27,
9776,225,10,2023-03-10,2023-03-10,3709.36,3586.17,
9779,433,61,2023-03-11,2023-03-11,119468.27,121615.26,
9782,433,62,2023-03-13,2023-03-13,121615.26,122319.56,
9785,433,63,2023-03-13,2023-03-13,122319.56,122394.04,
9787,433,64,2023-03-14,2023-03-14,122394.04,122753.71,
9788,433,65,2023-03-15,2023-03-15,122753.71,126233.37,
9790,2,1,2023-03-07,2023-03-15,56187.24,10145.65,
9793,225,11,2023-03-16,2023-03-16,3586.17,3253.80,
9796,433,66,2023-03-16,2023-03-16,126233.37,123701.16,
9797,433,67,2023-03-17,2023-03-17,123701.16,85730.46,
9800,433,68,2023-03-20,2023-03-20,85730.46,88878.36,
9802,433,69,2023-03-20,2023-03-20,88878.36,89864.00,
9805,433,70,2023-03-20,2023-03-20,89864.00,90324.86,
9806,433,71,2023-03-21,2023-03-21,90324.86,96581.97,
9808,377,1,2023-03-14,2023-03-21,0.00,457.52,
9811,433,72,2023-03-22,2023-03-22,96581.97,98734.71,
9814,225,12,2023-03-22,2023-03-22,3253.80,3157.78,
9815,225,13,2023-03-23,2023-03-23,3157.78,2767.78,
9818,433,73,2023-03-23,2023-03-23,98734.71,99919.55,
9821,433,74,2023-03-24,2023-03-24,99919.55,101537.74,
9824,225,14,2023-03-24,2023-03-24,2767.78,802.94,
9827,433,75,2023-03-25,2023-03-25,101537.74,104846.16,
9830,433,76,2023-03-27,2023-03-27,104846.16,108313.66,
9833,433,77,2023-03-27,2023-03-27,108313.66,109665.29,
9836,433,78,2023-03-28,2023-03-28,109665.29,111131.14,
9839,433,79,2023-03-29,2023-03-29,111131.14,112894.62,
9842,2,1,2023-03-14,2023-03-29,10145.65,3757.23,
9845,2,1,2023-03-22,2023-03-29,3757.23,10684.78,
9848,142,8,2023-02-03,2023-03-29,558.30,611.76,
9851,142,9,2023-02-07,2023-03-29,611.76,712.26,
9854,142,10,2023-02-17,2023-03-29,712.26,1315.08,
9857,142,11,2023-02-19,2023-03-29,1315.08,15.08,
9860,142,12,2023-02-24,2023-03-29,15.08,361.55,
9863,142,13,2023-03-03,2023-03-29,361.55,516.65,
9866,142,14,2023-03-22,2023-03-29,516.65,1581.51,
9869,142,15,2023-03-22,2023-03-29,1581.51,81.51,
9872,225,15,2023-03-31,2023-03-31,802.94,1261.76,
9875,433,80,2023-04-03,2023-04-03,112894.62,117042.98,
9878,433,81,2023-04-03,2023-04-03,117042.98,120245.71,
9881,433,82,2023-04-03,2023-04-03,120245.71,125356.96,
9884,433,83,2023-04-03,2023-04-03,125356.96,118159.89,
9887,225,16,2023-04-03,2023-04-03,1261.76,802.94,
9890,225,17,2023-04-03,2023-04-03,802.94,709.94,
9893,433,84,2023-04-04,2023-04-04,118159.89,119337.81,
9896,433,85,2023-04-05,2023-04-05,119337.81,119854.08,
9899,433,86,2023-04-06,2023-04-06,119854.08,121102.86,
9902,433,87,2023-04-07,2023-04-07,121102.86,97034.08,
9905,225,18,2023-04-07,2023-04-07,709.94,587.05,
9907,433,88,2023-04-10,2023-04-10,97034.08,97273.73,
9910,225,19,2023-04-11,2023-04-11,587.05,575.80,
9913,2,1,2023-03-28,2023-04-11,10684.78,5672.83,
9914,2,1,2023-04-04,2023-04-11,5672.83,22236.36,
9917,433,89,2023-04-12,2023-04-12,97273.73,97467.83,
9919,433,90,2023-04-13,2023-04-13,97467.83,101624.01,
9920,433,91,2023-04-14,2023-04-14,101624.01,102903.69,
9923,433,92,2023-04-17,2023-04-17,102903.69,105404.43,
9926,433,93,2023-04-17,2023-04-17,105404.43,104233.88,
9929,433,94,2023-04-17,2023-04-17,104233.88,105314.48,
9932,225,20,2023-04-17,2023-04-17,575.80,243.43,
9935,433,95,2023-04-18,2023-04-18,105314.48,108305.64,
9938,433,96,2023-04-19,2023-04-19,108305.64,109953.87,
9940,433,97,2023-04-20,2023-04-20,109953.87,112047.14,
9941,433,98,2023-04-21,2023-04-21,112047.14,93976.93,
9944,433,99,2023-04-24,2023-04-24,93976.93,92934.82,
9947,433,100,2023-04-24,2023-04-24,92934.82,93756.71,
9950,433,101,2023-04-25,2023-04-25,93756.71,96727.68,
9953,377,1,2023-04-15,2023-04-25,0.00,823.03,
9955,2,1,2023-04-11,2023-04-25,22236.36,9993.87,
9956,433,102,2023-04-26,2023-04-26,96727.68,100043.45,
9959,225,21,2023-04-26,2023-04-26,243.43,10243.43,
9961,433,103,2023-04-27,2023-04-27,100043.45,101044.49,
9962,225,22,2023-04-27,2023-04-27,10243.43,8242.29,
9965,433,104,2023-04-28,2023-04-28,101044.49,103822.41,
9968,433,105,2023-05-01,2023-05-01,103822.41,107698.64,
9971,433,106,2023-05-01,2023-05-01,107698.64,109072.03,
9974,433,107,2023-05-01,2023-05-01,109072.03,109165.00,
9977,433,108,2023-05-02,2023-05-02,109165.00,109307.86,
9980,433,109,2023-05-03,2023-05-03,109307.86,111632.99,
9983,142,16,2023-03-27,2023-05-03,81.51,1393.77,
9986,142,17,2023-03-28,2023-05-03,1393.77,109.39,
9989,142,18,2023-03-30,2023-05-03,109.39,392.40,
9992,142,19,2023-04-05,2023-05-03,392.40,410.44,
9995,142,20,2023-04-01,2023-05-03,410.44,470.88,
9998,433,110,2023-05-04,2023-05-04,111632.99,113354.15,
10000,433,111,2023-05-05,2023-05-05,113354.15,112919.69,
10001,2,1,2023-04-18,2023-05-05,9993.87,6893.60,
10003,2,1,2023-04-25,2023-05-05,6893.60,14521.37,
10006,433,112,2023-05-08,2023-05-08,112919.69,112947.14,
10009,433,113,2023-05-08,2023-05-08,112947.14,112938.64,
10012,433,114,2023-05-09,2023-05-09,112938.64,114038.78,
10015,433,115,2023-05-10,2023-05-10,114038.78,98591.92,
10016,433,116,2023-05-11,2023-05-11,98591.92,99185.92,
10018,433,117,2023-05-12,2023-05-12,99185.92,99750.39,
10021,377,1,2023-05-09,2023-05-12,0.00,159.21,
10022,433,118,2023-05-15,2023-05-15,99750.39,99851.37,
10024,225,23,2023-05-15,2023-05-15,8242.29,8119.25,
10027,225,24,2023-05-15,2023-05-15,8119.25,7561.46,
10030,225,25,2023-05-15,2023-05-15,7561.46,7229.09,
10031,433,119,2023-05-16,2023-05-16,99851.37,96379.44,
10033,433,120,2023-05-17,2023-05-17,96379.44,97151.45,
10036,2,1,2023-05-02,2023-05-17,14521.37,4536.94,
10037,433,121,2023-05-19,2023-05-19,97151.45,101167.84,
10040,433,122,2023-05-19,2023-05-19,101167.84,102170.64,
10043,433,123,2023-05-20,2023-05-20,102170.64,103863.01,
10045,433,124,2023-05-21,2023-05-21,103863.01,103965.69,
10046,433,125,2023-05-23,2023-05-23,103965.69,106214.02,
10049,2,1,2023-05-09,2023-05-23,4536.94,9952.18,
10052,433,126,2023-05-24,2023-05-24,106214.02,111692.33,
10055,433,127,2023-05-25,2023-05-25,111692.33,92365.69,
10058,433,128,2023-05-26,2023-05-26,92365.69,97742.43,
10060,433,129,2023-05-29,2023-05-29,97742.43,102251.96,
10063,433,130,2023-05-29,2023-05-29,102251.96,102614.65,
10064,433,131,2023-05-29,2023-05-29,102614.65,102775.06,
10067,433,132,2023-05-30,2023-05-30,102775.06,104895.62,
10070,433,133,2023-05-31,2023-05-31,104895.62,113004.31,
10072,433,134,2023-06-01,2023-06-01,113004.31,115313.11,
10075,433,135,2023-06-02,2023-06-02,115313.11,118883.78,
10076,433,136,2023-06-03,2023-06-03,118883.78,119661.10,
10079,433,137,2023-06-04,2023-06-04,119661.10,119905.10,
10081,433,138,2023-06-05,2023-06-05,119905.10,121578.14,
10082,225,26,2023-06-05,2023-06-05,7229.09,7256.39,
10085,438,15,2023-06-05,2023-06-05,1543.35,1515.55,
10088,438,16,2023-06-05,2023-06-05,1515.55,1507.07,
10091,438,17,2023-06-05,2023-06-05,1507.07,1491.07,
10094,438,18,2023-06-05,2023-06-05,1491.07,1424.37,
10097,438,19,2023-06-05,2023-06-05,1424.37,1415.89,
10100,438,20,2023-06-05,2023-06-05,1415.89,1399.89,
10103,438,21,2023-06-05,2023-06-05,1399.89,1337.89,
10106,438,22,2023-06-05,2023-06-05,1337.89,1326.39,
10109,438,23,2023-06-05,2023-06-05,1326.39,1317.91,
10112,438,24,2023-06-05,2023-06-05,1317.91,1152.51,
10115,438,25,2023-06-05,2023-06-05,1152.51,1140.76,
10118,438,26,2023-06-05,2023-06-05,1140.76,936.26,
10121,438,27,2023-06-05,2023-06-05,936.26,927.78,
10124,438,28,2023-06-05,2023-06-05,927.78,917.08,
10127,438,29,2023-06-05,2023-06-05,917.08,867.88,
10130,438,30,2023-06-05,2023-06-05,867.88,856.38,
10133,438,20,2023-06-05,2023-06-05,856.38,813.38,
10136,438,32,2023-06-05,2023-06-05,813.38,1212.15,
10139,438,33,2023-06-05,2023-06-05,1212.15,1191.70,
10142,438,34,2023-06-05,2023-06-05,1191.70,1177.80,
10145,433,139,2023-06-06,2023-06-06,121578.14,122452.53,
10147,433,140,2023-06-07,2023-06-07,122452.53,112793.33,
10148,225,27,2023-06-07,2023-06-07,7256.39,5291.55,
10151,377,1,2023-05-27,2023-06-07,0.00,407.39,
10153,2,1,2023-05-16,2023-06-07,9952.18,5796.21,
10154,433,141,2023-06-08,2023-06-08,112793.33,114828.91,
10156,225,28,2023-06-08,2023-06-08,5291.55,5168.66,
10159,433,142,2023-06-11,2023-06-11,114828.91,116529.62,
10160,433,143,2023-06-11,2023-06-11,116529.62,117302.26,
10163,433,144,2023-06-11,2023-06-11,117302.26,118300.11,
10166,2,1,2023-05-23,2023-06-12,5796.21,16665.99,
10169,433,145,2023-06-13,2023-06-13,118300.11,102085.30,
10172,438,35,2023-06-13,2023-06-13,1177.80,1213.20,
10174,433,146,2023-06-14,2023-06-14,102085.30,104740.50,
10177,438,36,2023-06-14,2023-06-14,1213.20,1156.50,
10178,225,29,2023-06-14,2023-06-14,5168.66,5184.30,
10180,433,147,2023-06-15,2023-06-15,104740.50,107088.05,
